ORIGIN_AIRPORT,total_flights,avg_arrival_delay,delayed_rate,avg_distance,cancelled_rate,destinations_served,madrugada,morning_delay_rate,night_delay_rate,afternoon_delay_rate,cluster,pca_1,pca_2
LGA,827,1.5973397823458282,0.20193470374848851,880.5864570737606,0.0,50,0.25,0.13212435233160622,0.23076923076923078,0.2768729641693811,6,-1.2171373451752436,2.4151721586340797
LGB,90,2.911111111111111,0.12222222222222222,766.7666666666667,0.0,10,0.0,0.0975609756097561,0.08695652173913043,0.19230769230769232,0,-1.6015759429838694,-0.14544059745008078
LIH,106,28.443396226415093,0.36792452830188677,1077.7075471698113,0.0,11,0.0,0.2,0.43902439024390244,0.4,3,0.6033054922756186,0.5490948541787023
LIT,99,20.90909090909091,0.35353535353535354,526.7474747474747,0.0,12,0.0,0.23404255319148937,0.7142857142857143,0.3684210526315789,1,0.6379330973360771,0.21101165604674135
LNK,22,12.727272727272727,0.2727272727272727,501.5,0.0,3,0.0,0.25,0.5,0.16666666666666666,3,-0.2824045290634864,-0.39147384380020983
LRD,19,16.68421052631579,0.2631578947368421,356.0,0.0,2,0.0,0.09090909090909091,0.6666666666666666,0.4,1,0.03546650358389821,-0.3856640056396803
LSE,8,-10.0,0.0,215.0,0.0,1,0.0,0.0,0.0,0.0,0,-2.8102910252335187,-1.1712869191941633
LWS,6,-7.333333333333333,0.0,461.0,0.0,1,0.0,0.0,0.0,0.0,0,-2.7822816013815146,-0.9266640363219469
MAF,33,67.21212121212122,0.7575757575757576,417.1212121212121,0.0,6,1.0,0.5454545454545454,1.0,0.8235294117647058,4,4.8573088233771635,0.13688112867381638
MBS,20,13.6,0.4,278.4,0.0,4,0.0,0.5,0.0,0.4,5,0.7847468156512881,-0.9863859129648871
MCI,348,8.775862068965518,0.25,717.0431034482758,0.0,33,0.16666666666666666,0.11971830985915492,0.4090909090909091,0.32786885245901637,3,-0.6014390461225043,1.1378524813918742
MCO,1113,9.025157232704403,0.23360287511230907,977.7502246181491,0.0,70,0.05,0.1392931392931393,0.38362068965517243,0.2710526315789474,6,-0.8680525961037262,3.662586167523045
MDT,19,2.736842105263158,0.15789473684210525,632.7368421052631,0.0,5,0.0,0.0,1.0,0.2,3,-1.085708921700662,0.199254855038607
MDW,702,13.327635327635328,0.3561253561253561,801.7207977207977,0.0,62,0.5,0.3007518796992481,0.5159574468085106,0.29098360655737704,6,0.1400073001768889,2.664559860430748
MEI,9,31.22222222222222,0.5555555555555556,253.88888888888889,0.0,2,0.0,0.5,0.6666666666666666,0.5,1,2.359511292401237,-0.5175372855788467
MEM,137,13.562043795620438,0.19708029197080293,569.1678832116788,0.0,16,0.0,0.125,0.3684210526315789,0.2631578947368421,3,-0.6777940765575646,0.13898932587899246
MFE,41,19.048780487804876,0.2682926829268293,375.7073170731707,0.0,2,0.3333333333333333,0.2,0.4,0.3076923076923077,3,0.008221311492087194,-0.5600453144816105
MFR,32,5.375,0.125,517.25,0.0,3,0.25,0.13333333333333333,0.0,0.1,0,-1.6034645168386024,-0.7587000722983405
MGM,23,19.043478260869566,0.30434782608695654,291.5652173913044,0.0,2,0.0,0.15384615384615385,0.0,0.5,5,0.13312420537521427,-0.9573755128352199
MHK,14,18.0,0.5,461.0,0.0,2,0.0,0.5,0.0,0.5,5,1.3475086330423272,-0.8435464214555276
MHT,51,2.4313725490196076,0.17647058823529413,730.4705882352941,0.0,7,0.0,0.09523809523809523,0.3333333333333333,0.25,3,-1.193573642758315,-0.1252113596022453
MIA,727,11.91334250343879,0.2751031636863824,1048.5419532324622,0.0,46,0.0,0.19117647058823528,0.3924050632911392,0.2534562211981567,6,-0.5431831773460302,2.4376945944528705
MKE,255,18.525490196078433,0.4235294117647059,700.0431372549019,0.0,26,0.5,0.5042735042735043,0.38235294117647056,0.32222222222222224,3,0.9763500457983793,0.7186398477886253
MKG,6,7.166666666666667,0.16666666666666666,118.0,0.0,1,0.0,0.0,0.0,0.3333333333333333,0,-1.1979004813274614,-1.2034912727138065
MLB,12,0.4166666666666667,0.16666666666666666,442.0,0.0,1,0.0,0.2857142857142857,0.0,0.0,0,-1.476572626111892,-0.9574592781145712
MLI,34,31.323529411764707,0.5882352941176471,480.44117647058823,0.0,5,0.0,0.7333333333333333,1.0,0.4444444444444444,1,2.9963399157174067,0.050136662171967356
MLU,24,19.333333333333332,0.375,356.2916666666667,0.0,3,0.0,0.3076923076923077,0.0,0.45454545454545453,5,0.5670155115264515,-0.8872937974000599
MMH,7,1.8571428571428572,0.2857142857142857,276.85714285714283,0.0,2,0.0,0.3333333333333333,0.0,0.25,5,-0.5070023145239514,-1.074693877880972
MOB,43,26.837209302325583,0.3953488372093023,428.48837209302326,0.0,4,0.0,0.14285714285714285,0.8571428571428571,0.5333333333333333,1,1.1654455486668698,-0.04190177192440337
MOT,15,7.733333333333333,0.26666666666666666,583.3333333333334,0.0,2,0.0,0.0,0.6666666666666666,0.2857142857142857,3,-0.6643829387429001,-0.17203772151435692
MQT,3,28.333333333333332,0.6666666666666666,303.0,0.0,1,0.0,0.6666666666666666,0.0,0.0,5,1.6077436978784498,-1.0938989959804788
MRY,32,-7.84375,0.09375,285.46875,0.0,3,0.0,0.09523809523809523,0.0,0.125,0,-2.071724757005956,-0.9990412966494178
MSN,72,22.47222222222222,0.4722222222222222,430.27777777777777,0.0,8,0.42857142857142855,0.4838709677419355,0.6875,0.2777777777777778,1,1.3894569531346876,-0.09510033596974092
MSO,23,17.869565217391305,0.2608695652173913,676.2173913043479,0.0,4,0.0,0.375,0.0,0.25,5,-0.10182020821615319,-0.5873464163509999
MSP,876,7.3744292237442925,0.2420091324200913,881.1381278538813,0.0,96,0.3684210526315789,0.1503957783641161,0.5,0.22590361445783133,6,-0.8702802676034088,3.932250672412605
MSY,340,10.58235294117647,0.2529411764705882,757.5588235294117,0.0,34,0.16666666666666666,0.11392405063291139,0.5217391304347826,0.2897196261682243,3,-0.5591798083493655,1.278545215460599
MTJ,21,24.80952380952381,0.47619047619047616,754.5238095238095,0.0,9,0.0,0.14285714285714285,0.0,0.6428571428571429,5,0.9282859849079187,-0.2753847147070447
MYR,27,-3.888888888888889,0.14814814814814814,475.51851851851853,0.0,5,0.0,0.09090909090909091,0.16666666666666666,0.2,0,-1.6090559570337735,-0.6175328088250527
OAJ,10,7.3,0.2,399.0,0.0,1,0.0,0.16666666666666666,0.0,0.25,0,-0.9618532252399172,-0.9489205737535601
OAK,367,16.626702997275203,0.3460490463215259,686.8610354223433,0.0,27,0.3333333333333333,0.19889502762430938,0.5584415584415584,0.44339622641509435,3,0.38580879396216233,1.1142241058597457
OGG,206,26.20873786407767,0.44660194174757284,1320.6019417475727,0.0,18,0.0,0.06060606060606061,0.5303030303030303,0.514018691588785,3,0.670020950695121,1.2585960903216575
OKC,149,10.644295302013424,0.2684563758389262,633.0469798657718,0.0,18,0.0,0.19047619047619047,0.7142857142857143,0.27450980392156865,3,-0.2041715347140479,0.5400063984559228
OMA,145,11.158620689655173,0.31724137931034485,662.2965517241379,0.0,14,0.7142857142857143,0.2028985507246377,0.47368421052631576,0.36,3,-0.020037836319007206,0.27989226031650205
OME,5,-4.6,0.0,539.0,0.0,1,0.0,0.0,0.0,0.0,0,-2.717197815850994,-0.8475612095417318
ONT,172,11.598837209302326,0.27906976744186046,585.2441860465116,0.0,14,0.375,0.2073170731707317,0.23529411764705882,0.4166666666666667,3,-0.13880664768009318,0.06500544828602026
ORD,2325,16.66537634408602,0.370752688172043,746.5023655913978,0.0,153,0.29411764705882354,0.4225352112676056,0.3728813559322034,0.32037691401649,2,0.2963336896247411,7.686250369830344
ORF,84,1.880952380952381,0.14285714285714285,564.5595238095239,0.0,14,0.0,0.09090909090909091,0.375,0.18518518518518517,0,-1.3818314684610797,-0.025037742856595536
ORH,6,25.333333333333332,0.16666666666666666,1151.0,0.0,2,0.0,0.3333333333333333,0.0,0.0,3,-0.7850789177178131,-0.21439458233309047
OTH,1,-6.0,0.0,412.0,0.0,1,0.0,0.0,0.0,0.0,0,-2.7319936160224336,-0.9825206813257333
OTZ,6,-5.666666666666667,0.0,426.3333333333333,0.0,2,0.0,0.0,0.0,0.0,0,-2.726511300142757,-0.932761123997148
PAH,6,-12.666666666666666,0.0,342.0,0.0,1,0.0,0.0,0.0,0.0,0,-2.916083178937112,-1.051302743884377
PBG,4,18.5,0.5,1334.0,0.0,1,0.5,0.0,0.0,0.0,3,-0.7648750217904505,0.01729666181487305
PBI,281,4.708185053380783,0.18505338078291814,954.4163701067615,0.0,21,0.0,0.057971014492753624,0.4444444444444444,0.25263157894736843,3,-1.1830879763842168,0.9606258595290046
PDX,436,0.8876146788990825,0.16055045871559634,1117.7201834862385,0.0,38,0.08695652173913043,0.08530805687203792,0.27380952380952384,0.2288135593220339,3,-1.5232148187281709,1.6934941834722543
PHF,12,6.75,0.3333333333333333,508.0,0.0,1,0.0,0.3333333333333333,0.0,0.3333333333333333,5,-0.1217383269773436,-0.8441969655455127
PHL,565,12.945132743362832,0.2920353982300885,1124.7327433628318,0.0,37,0.18181818181818182,0.18565400843881857,0.4296875,0.3386243386243386,3,-0.2926090637247645,2.0377142455443646
PHX,1447,14.689702833448514,0.3282653766413269,1005.3711126468555,0.0,77,0.1774193548387097,0.25704225352112675,0.4197183098591549,0.3658008658008658,6,-0.026428132236724113,4.482840142376264
PIA,34,31.764705882352942,0.5588235294117647,447.0,0.0,5,0.0,0.5217391304347826,1.0,0.5714285714285714,1,2.7221392215925033,0.06163472114151894
PIB,6,6.833333333333333,0.3333333333333333,200.0,0.0,2,0.0,0.0,0.0,1.0,5,0.45906935230568885,-1.0155495998386732
PIH,9,-15.88888888888889,0.0,150.0,0.0,1,0.0,0.0,0.0,0.0,0,-2.9719977262134285,-1.2410664794087467
PIT,216,11.916666666666666,0.27314814814814814,777.8703703703703,0.0,23,0.0,0.2605042016806723,0.2962962962962963,0.29850746268656714,3,-0.2648818185559927,0.598315024139889
PLN,4,-12.75,0.0,243.0,0.0,1,0.0,0.0,0.0,0.0,0,-2.89770051009402,-1.1534294124981586
PNS,73,18.65753424657534,0.3698630136986301,460.986301369863,0.0,7,0.0,0.2631578947368421,0.5833333333333334,0.43478260869565216,1,0.7378420367986,-0.13335322499707916
PPG,1,-2.0,0.0,2599.0,0.0,1,0.0,0.0,0.0,0.0,3,-3.070691897792273,1.2001446972921177
PSC,21,4.761904761904762,0.23809523809523808,650.1904761904761,0.0,3,0.0,0.23076923076923078,0.0,0.2857142857142857,0,-0.7857635398611933,-0.6332223571539379
PSE,12,25.0,0.25,1325.0,0.0,2,0.125,0.5,0.0,0.0,3,-0.24653569526507463,-0.05065256141006308
PSG,6,2.6666666666666665,0.3333333333333333,77.0,0.0,2,0.0,0.0,0.0,0.3333333333333333,0,-0.8472309011070368,-1.2068792557309198
PSP,128,18.75,0.3125,648.03125,0.0,12,0.0,0.29508196721311475,0.1111111111111111,0.40816326530612246,5,0.2515797055544783,-0.10185311870964531
PUB,3,6.0,0.0,109.0,0.0,1,0.0,0.0,0.0,0.0,0,-2.3116269368953817,-1.2670684933021183
PVD,105,6.885714285714286,0.18095238095238095,750.5142857142857,0.0,11,0.0,0.12962962962962962,0.3125,0.21875,3,-1.0586212039527918,0.07416284485518426
PWM,25,21.72,0.28,539.84,0.0,6,0.3333333333333333,0.4444444444444444,0.0,0.1,5,-0.033567445483021416,-0.6863111850782408
RAP,34,33.55882352941177,0.4117647058823529,604.5294117647059,0.0,6,0.0,0.3333333333333333,0.0,0.5384615384615384,5,1.2450723923988836,-0.5196364459476464
RDD,9,1.7777777777777777,0.2222222222222222,199.0,0.0,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0,-1.0084960567769703,-0.8583350997333513
RDM,20,9.4,0.15,599.1,0.0,4,0.3333333333333333,0.18181818181818182,0.0,0.0,0,-1.5098170966660396,-0.6818566485236217
RDU,287,5.219512195121951,0.18118466898954705,667.5121951219512,0.0,29,0.0,0.10077519379844961,0.3181818181818182,0.2336448598130841,3,-1.1520756222174584,0.790089197448732
RHI,8,1.875,0.375,159.25,0.0,2,0.0,0.6666666666666666,0.0,0.25,5,0.4671844723824882,-1.2364974169207266
RIC,139,9.359712230215827,0.18705035971223022,561.7194244604317,0.0,14,0.4,0.0963855421686747,0.2222222222222222,0.3333333333333333,3,-0.8515348973269307,-0.026453625538490486
RKS,12,7.916666666666667,0.25,227.58333333333334,0.0,3,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0,-0.4078953983194328,-0.7894741626134154
RNO,129,3.7674418604651163,0.17829457364341086,584.6356589147287,0.0,11,0.0,0.15,0.2857142857142857,0.1951219512195122,3,-1.1431508284018128,-0.08019357429401203
ROA,11,33.09090909090909,0.36363636363636365,356.45454545454544,0.0,3,0.0,0.2,1.0,0.5,1,1.4267895131081179,-0.09214118767593123
ROC,63,2.492063492063492,0.15873015873015872,523.0793650793651,0.0,11,0.0,0.10344827586206896,0.2222222222222222,0.2777777777777778,0,-1.206206357492974,-0.2921382516139562
ROW,3,84.33333333333333,1.0,435.0,0.0,1,0.0,1.0,0.0,0.0,4,4.894240551102813,-0.9209730357557223
RST,12,-14.333333333333334,0.08333333333333333,329.8333333333333,0.0,3,0.0,0.0,0.0,0.1,0,-2.545974734553945,-0.984343909543945
RSW,340,9.008823529411766,0.22058823529411764,990.8470588235294,0.0,30,0.0,0.08270676691729323,0.42028985507246375,0.2536231884057971,3,-0.9367501810241574,1.322401229259036
SAF,15,70.13333333333334,0.9333333333333333,489.53333333333336,0.0,3,0.0,1.0,0.0,0.8333333333333334,4,5.776486017992404,-0.7357102271393032
SAN,679,9.176730486008836,0.2533136966126657,977.1678939617084,0.0,42,0.0,0.17133956386292834,0.38345864661654133,0.29333333333333333,6,-0.638904943498858,2.172989199439329
SAT,290,11.689655172413794,0.29310344827586204,723.5793103448276,0.0,27,0.1,0.13846153846153847,0.5434782608695652,0.3942307692307692,3,-0.1390335771948215,1.0013337274126786
SAV,85,18.305882352941175,0.2823529411764706,611.1647058823529,0.0,10,0.0,0.16666666666666666,0.4444444444444444,0.3783783783783784,3,0.051756923205934634,0.009623931764325187
SBA,67,5.850746268656716,0.208955223880597,397.9850746268657,0.0,6,0.25,0.16,0.0,0.2903225806451613,0,-0.9293968497177566,-0.7152843276057708
SBN,34,24.029411764705884,0.38235294117647056,338.0,0.0,5,0.25,0.5263157894736842,0.0,0.2,5,0.722373448843672,-0.8897564117907106
SBP,41,18.804878048780488,0.3170731707317073,220.09756097560975,0.0,3,0.0,0.3,0.0,0.4666666666666667,5,0.41873148596093707,-0.9975006738480778
SCC,8,-14.5,0.0,309.75,0.0,2,0.0,0.0,0.0,0.0,0,-2.9651128550425776,-1.0555771133658498
SCE,12,41.916666666666664,0.3333333333333333,511.9166666666667,0.0,3,0.0,0.3333333333333333,0.3333333333333333,0.0,3,0.5256366953340853,-0.5187516130783015
SDF,91,-3.1758241758241756,0.16483516483516483,629.2967032967033,0.0,15,0.0,0.20512820512820512,0.45454545454545453,0.04878048780487805,3,-1.4444444681579287,0.10440710025377328
SEA,988,7.869433198380567,0.2257085020242915,1301.3653846153845,0.0,61,0.10810810810810811,0.1702127659574468,0.2905982905982906,0.2874493927125506,6,-0.9381264091598949,3.4533369106965544
SFO,1450,9.71103448275862,0.23724137931034484,1205.9875862068966,0.0,75,0.14814814814814814,0.20751633986928106,0.2711864406779661,0.25601750547045954,6,-0.8697960162799164,4.501958930986704
SGF,52,21.98076923076923,0.4807692307692308,466.15384615384613,0.0,4,1.0,0.5333333333333333,0.75,0.25,1,1.4890955196285083,-0.16157366252127714
SGU,12,20.833333333333332,0.16666666666666666,333.25,0.0,2,0.0,0.0,0.0,0.3333333333333333,0,-0.837770887699657,-0.9366064366798257
SHV,59,20.491525423728813,0.3898305084745763,353.59322033898303,0.0,4,0.16666666666666666,0.32142857142857145,0.6,0.5,1,1.1261030884049414,-0.3302096280109684
SIT,9,5.333333333333333,0.2222222222222222,124.33333333333333,0.0,2,0.0,0.16666666666666666,0.3333333333333333,0.0,0,-1.1454047649888959,-0.9616425671732305
SJC,329,19.480243161094226,0.3343465045592705,757.3738601823708,0.0,24,0.0,0.2532467532467532,0.47692307692307695,0.36363636363636365,3,0.34612268891838954,0.9615262702016111
SJT,8,71.25,0.75,229.0,0.0,1,0.0,0.0,1.0,1.0,1,4.187245072307392,-0.115060094782183
SJU,304,17.82236842105263,0.28289473684210525,1419.4473684210527,0.0,22,0.4,0.13580246913580246,0.24528301886792453,0.35714285714285715,3,-0.38571842321816946,1.3560363098285433
SLC,921,8.94028230184582,0.23127035830618892,743.2377850162867,0.0,79,0.1,0.19240506329113924,0.2654320987654321,0.26744186046511625,6,-0.7940058279026959,3.236204980392303
SMF,329,13.02127659574468,0.3161094224924012,680.5957446808511,0.0,23,0.2,0.2847222222222222,0.3333333333333333,0.35714285714285715,3,0.08302821502092825,0.7314805152825732
SMX,5,43.6,0.4,134.0,0.0,1,0.5,0.0,0.0,0.3333333333333333,5,0.550905483968251,-1.1248988943302756
SNA,317,4.921135646687697,0.19242902208201892,823.7381703470031,0.0,18,0.0,0.09554140127388536,0.24390243902439024,0.3025210084033613,3,-1.084112467671239,0.6558003583947284
SPI,15,19.8,0.3333333333333333,356.4,0.0,2,0.0,0.2857142857142857,0.0,0.5,5,0.4999711284055644,-0.9246509651579659
SPS,6,29.0,0.6666666666666666,113.0,0.0,1,0.0,0.5,0.5,1.0,1,3.444305614474303,-0.7633806701186705
SRQ,35,6.485714285714286,0.11428571428571428,766.5428571428571,0.0,6,0.0,0.0,0.0,0.17391304347826086,0,-1.8001922202168255,-0.3963728844299875
STC,6,11.0,0.16666666666666666,394.0,0.0,1,0.0,0.0,0.0,0.5,0,-0.8395815407736065,-0.9082042498166857
STL,407,11.132678132678132,0.33906633906633904,731.1744471744472,0.0,41,0.0,0.20707070707070707,0.5684210526315789,0.38738738738738737,3,0.0968142507189931,1.5923316571374002
STT,60,15.783333333333333,0.35,1195.4,0.0,11,0.0,0.08333333333333333,0.0,0.425531914893617,3,-0.3163957283974955,0.25010092855381155
STX,12,2.8333333333333335,0.25,954.5833333333334,0.0,4,0.0,0.25,0.0,0.25,3,-0.8979312940677575,-0.3266872104256467
SUN,15,31.466666666666665,0.5333333333333333,362.0,0.0,3,0.0,0.0,0.0,0.7272727272727273,5,1.2347652528193396,-0.7908345969335083
SUX,6,9.166666666666666,0.3333333333333333,436.0,0.0,1,0.0,0.3333333333333333,0.0,0.3333333333333333,5,-0.03432792349341025,-0.9234332388259653
SWF,5,13.0,0.4,1066.4,0.0,2,0.0,0.0,0.5,0.3333333333333333,3,-0.24405094115563608,0.18530425495079306
SYR,52,17.865384615384617,0.28846153846153844,560.2884615384615,0.0,7,0.0,0.25,0.4,0.4,3,0.2572165419541758,-0.22355235891693714
TLH,34,8.176470588235293,0.14705882352941177,371.44117647058823,0.0,3,0.0,0.0,0.4,0.23076923076923078,0,-1.2175444245257812,-0.5483646559200289
TOL,7,6.571428571428571,0.2857142857142857,213.0,0.0,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0,-0.6868913474515531,-0.8361900267853895
TPA,646,9.523219814241486,0.23993808049535603,883.3777089783282,0.0,55,0.1,0.1076388888888889,0.432,0.3094170403587444,6,-0.7320783864268071,2.416640515641295
TRI,16,4.0,0.125,227.0,0.0,1,0.0,0.0,0.0,0.2222222222222222,0,-1.6362696364611553,-1.0960960717387909
TTN,28,59.0,0.35714285714285715,748.75,0.0,17,0.0,0.3125,0.5,0.3333333333333333,1,1.7009387903575859,0.30325289789662796
TUL,125,14.624,0.312,535.784,0.0,17,0.0,0.15384615384615385,0.6470588235294118,0.45,3,0.2619021757891203,0.3546198360740055
TUS,159,17.465408805031448,0.2578616352201258,726.8616352201258,0.0,15,0.0,0.18292682926829268,0.36363636363636365,0.3333333333333333,3,-0.17643956664566357,0.31110754156165266
TVC,21,23.19047619047619,0.38095238095238093,222.38095238095238,0.0,2,0.0,0.45454545454545453,0.0,0.3,5,0.7536495112164411,-1.0864154264178745
TWF,7,-4.428571428571429,0.0,175.0,0.0,1,0.0,0.0,0.0,0.0,0,-2.6360551941055657,-1.2064432707887267
TXK,6,39.5,0.6666666666666666,181.0,0.0,1,0.0,0.5,1.0,0.0,1,2.242307290903942,-0.38943650751774
TYR,17,35.529411764705884,0.47058823529411764,112.76470588235294,0.0,2,0.0,1.0,0.3333333333333333,0.625,4,3.332339207430908,-0.9783109880110594
TYS,67,18.01492537313433,0.3582089552238806,583.8805970149253,0.0,8,0.0,0.2903225806451613,0.6666666666666666,0.3333333333333333,1,0.5836449995356875,0.05419210029564155
UST,3,4.333333333333333,0.3333333333333333,705.6666666666666,0.0,2,0.0,0.0,0.0,0.5,5,-0.6269851485225515,-0.5680060192946966
VEL,6,13.833333333333334,0.16666666666666666,132.0,0.0,1,0.0,0.25,0.0,0.0,0,-1.0863223803376987,-1.255195194167599
VLD,8,10.125,0.5,208.0,0.0,1,0.0,0.3333333333333333,0.0,1.0,5,1.7268997278945124,-1.0658218051834427
VPS,44,21.863636363636363,0.3181818181818182,437.59090909090907,0.0,3,0.25,0.2631578947368421,1.0,0.2777777777777778,1,0.6719727838057569,-0.003717046981633299
WRG,6,-1.1666666666666667,0.16666666666666666,56.5,0.0,2,0.0,0.0,0.0,0.3333333333333333,0,-1.4340910846013264,-1.247795592549164
XNA,68,15.441176470588236,0.3088235294117647,504.77941176470586,0.0,7,0.0,0.2564102564102564,0.0,0.4782608695652174,5,0.15950934483634152,-0.5578985324907697
YAK,3,18.0,0.6666666666666666,208.33333333333334,0.0,2,0.0,0.5,1.0,0.0,1,1.5959279095952672,-0.3655426841210307
YUM,18,17.055555555555557,0.3333333333333333,160.0,0.0,1,0.0,0.6,0.0,0.0,5,0.20813966403906056,-1.2446909587595294
